80,Crime
10770,TV Movie
10749,Romance
37,Western
28,Action
18,Drama
53,Thriller
99,Documentary
27,Horror
10769,Foreign
14,Fantasy
9648,Mystery
12,Adventure
16,Animation
36,History
35,Comedy
10752,War
10402,Music
878,Science Fiction
10751,Family
